Russia,  Population size (1-year)     Last modified: 18-Nov-2011, MPv5 (May07)

Year     Age      Female         Male        Total
1976      16    1241490.00   1351286.00   2592776.00
1976      17    1284876.00   1348996.00   2633872.00
1976      18    1274240.00   1295968.00   2570208.00
1976      19    1250971.00   1252756.00   2503727.00
1976      20    1271620.00   1274384.00   2546004.00
1976      21    1281384.00   1298055.00   2579439.00
1976      22    1189375.00   1213290.00   2402665.00
1976      23    1184871.00   1228576.00   2413447.00
1976      24    1171808.00   1221717.00   2393525.00
1976      25    1137156.00   1181966.00   2319122.00
1976      26    1189790.00   1233433.00   2423223.00
1976      27    1019973.00   1044012.00   2063985.00
1976      28    1015120.00   1042461.00   2057581.00
1976      29     938436.00    959162.00   1897598.00
1976      30     564402.00    576505.00   1140907.00
1976      31     453191.00    460088.00    913279.00
1976      32     411586.00    413260.00    824846.00
1976      33     603321.00    577625.00   1180946.00
1976      34    1020880.00    986389.00   2007269.00
1976      35    1066163.00   1039672.00   2105835.00
1976      36    1256973.00   1178761.00   2435734.00
1976      37    1274797.00   1217237.00   2492034.00
1976      38    1273811.00   1220312.00   2494123.00
1976      39    1103567.00   1046963.00   2150530.00
1976      40     964501.00    923303.00   1887804.00
1976      41     806103.00    762956.00   1569059.00
1976      42     808225.00    757265.00   1565490.00
1976      43     974301.00    889987.00   1864288.00
1976      44     958236.00    905025.00   1863261.00
1976      45    1117668.00   1013469.00   2131137.00
1976      46    1147699.00   1057802.00   2205501.00
1976      47    1231617.00   1069131.00   2300748.00
1976      48    1160448.00   1005122.00   2165570.00
1976      49    1147134.00    886281.00   2033415.00
1976      50    1070913.00    717235.00   1788148.00
1976      51    1036713.00    629381.00   1666094.00
1976      52     983754.00    529077.00   1512831.00
1976      53     837865.00    433850.00   1271715.00
1976      54     698215.00    384732.00   1082947.00
1976      55     631537.00    352032.00    983569.00
1976      56     637611.00    348059.00    985670.00
1976      57     760893.00    428046.00   1188939.00
1976      58     517303.00    287138.00    804441.00
1976      59     591960.00    309864.00    901824.00
1976      60     717449.00    372032.00   1089481.00
1976      61     896425.00    443065.00   1339490.00
1976      62     818222.00    419718.00   1237940.00
1976      63     877626.00    420315.00   1297941.00
1976      64     798658.00    392328.00   1190986.00
1976      65     775472.00    371326.00   1146798.00
1976      66     730723.00    328152.00   1058875.00
1976      67     698851.00    305991.00   1004842.00
1976      68     663171.00    281824.00    944995.00
1976      69     627925.00    261657.00    889582.00
1976      70     593972.00    230627.00    824599.00
1976      71     558810.00    211122.00    769932.00
1976      72     529666.00    187414.00    717080.00
1976      73     493272.00    159971.00    653243.00
1976      74     454186.00    127098.00    581284.00
1976      75     404204.00    123430.00    527634.00
1976      76     327282.00    103875.00    431157.00
1976      77     279074.00     94124.00    373198.00
1976      78     270575.00     76578.00    347153.00
1976      79     238288.00     71594.00    309882.00
1976      80     210051.81     66088.71    276140.52
1976      81     178983.02     56932.03    235915.05
1976      82     154369.55     48738.94    203108.49
1976      83     132334.62     40921.53    173256.15
1976      84     111415.17     33431.59    144846.76
1976      85      98067.90     26931.07    124998.97
1976      86      85492.89     21376.86    106869.75
1976      87      75995.32     18850.12     94845.44
1976      88      63688.63     15650.18     79338.81
1976      89      48319.40     11532.21     59851.61
1976      90      38434.67      9111.86     47546.53
1976      91      29813.80      7000.64     36814.44
1976      92      23365.51      5424.67     28790.18
1976      93      17780.20      4137.01     21917.21
1976      94      12755.35      3007.21     15762.56
1976      95       9722.49      2249.43     11971.92
1976      96       7008.94      1562.07      8571.01
1976      97       4576.99      1001.10      5578.09
1976      98       3553.37       829.69      4383.06
1976      99       2383.33       592.02      2975.35
1976     100       1640.21       391.25      2031.46
1976     101       1051.57       251.03      1302.60
1976     102        694.61       173.70       868.31
1976     103        419.77       112.11       531.88
1976     104        249.12        64.57       313.69
1976     105        166.20        46.07       212.27
1976     106         93.23        28.13       121.36
1976     107         47.33        13.03        60.36
1976     108         28.18         8.03        36.21
1976     109         14.14         4.26        18.40
1976     110+        11.99         2.38        14.37
1977       0    1066043.00   1109179.00   2175222.00
